JobTitle,Company,Location,PostDate,Summary,JobUrl
Principal Information Security Engineer (AlgoSec)- Telecommute,UnitedHealth Group,"Plymouth, MN",Today,"Mentors and coaches cyber security individuals to provide guidance and expertise, promoting continued integration of technological advances to further enhance…",https://www.indeed.com/rc/clk?jk=8f68720b691242c2&fccid=d3d3520998346837&vjs=3
Risk Specialist,Amazon.com Services LLC,"Tempe, AZ",30+ days ago,"1-3 years of experience in investigating fraud, abuse, cyber-crimes, or other relevant experience. Minimum 2 years of experience working in relevant fields such…",https://www.indeed.com/rc/clk?jk=20c8075ebeae2845&fccid=fe2d21eef233e94a&vjs=3
Information Security Specialist,St. Jude Children's Research Hospital,"Memphis, TN",6 days ago,Bachelor's degree is required. Some information technology or Information Security internship or work related experience preferred but not required.,https://www.indeed.com/rc/clk?jk=9ce2ca7168ba767d&fccid=f74a75b45328cae2&vjs=3
Information Systems Security Officer,BAE Systems,"Burlington, MA",Today,"Working knowledge of system functions, security policies, technical security safeguards, and operational security measures.",https://www.indeed.com/rc/clk?jk=d67d11fd62c589f8&fccid=200a825acadb9338&vjs=3
Principal Security Incident Handler-US Based Remote - 19764,Splunk,"San Jose, CA",1 day ago,"4 years or more of experience leading the response to cyber security incidents. Command the response to complex cyber security incidents across multiple teams,…",https://www.indeed.com/rc/clk?jk=9c807213c88f234c&fccid=aef928e89977f7f0&vjs=3
Cyber Security Analyst - Incident Response,TARGET,"Brooklyn Park, MN",30+ days ago,Experience with host and network-based security tools preferred. You will assist with triaging event requests from internal teams and will escalate information…,https://www.indeed.com/rc/clk?jk=9eeb979645bc627e&fccid=15f43d82dc901ff2&vjs=3
IT Security Engineer - Pen Testing Job,"BJ's Wholesale Club, Inc.","Westborough, MA",6 days ago,Identify controls and logging shortfalls to Influence enhancements to the firm’s security program. Participate in proactive research and provide recommendations…,https://www.indeed.com/rc/clk?jk=88db52823a5ba899&fccid=d1e06ae7d9c9d329&vjs=3
Information Security Analyst,Philips,Remote,30+ days ago,"Working with your product security counterpart, you will help identify and assess the project’s security risks. Physical security knowledge is a plus.",https://www.indeed.com/rc/clk?jk=481b94f0b409b8c7&fccid=e4af9ca5b6d3a604&vjs=3
Information Security Analyst,American Standard,"Piscataway, NJ",5 days ago,"Undergraduate degree in computer science, cyber security or related fields. Monitors security logs for violations and anomalous events; reports information…",https://www.indeed.com/rc/clk?jk=ad943f93ed5067ff&fccid=9abc205b1f92e947&vjs=3
"Cybersecurity, Security Assessment & Authorization",LOCKHEED MARTIN CORPORATION,"Raleigh, NC",30+ days ago,"Coordinates, develops, and evaluates security programs for an organization; Recommends information assurance/security solutions to support customers’…",https://www.indeed.com/rc/clk?jk=3ffc209ec9bdcfd6&fccid=aeb15e43a6800b9d&vjs=3
Information Assurance/Security Specialist,"SaiTech, Inc.","Kiln, MS",Just posted,"Determines enterprise information assurance and security standards. Identifies, reports, and resolves security violations.",https://www.indeed.com/rc/clk?jk=90407bdd38f8a324&fccid=666e692cc57b156b&vjs=3
Offensive Security Engineer,kraken,Remote,30+ days ago,"2+ years of offensive security experience. Researching cutting-edge offensive security techniques. The ideal candidate is able to think like an attacker,…",https://www.indeed.com/rc/clk?jk=16efd5d8c886eeab&fccid=66d394411dd2efad&vjs=3
"IT Security Analyst (FT) Johnson City, TN",Ballad Health,"Johnson City, TN",30+ days ago,Job Details Apply Save Print this job Email a…,https://www.indeed.com/rc/clk?jk=fd8e22254d84b242&fccid=05c0d13f87250aee&vjs=3
Security Operations Center (SOC) Engineer,Internet Security Advisors Group (ISAG),"Chantilly, VA",30+ days ago,"The SOC engineer will perform management functions on remote customer equipment, respond to security incidents, and work closely with customers on the phone.",https://www.indeed.com/rc/clk?jk=63d715128bc1319a&fccid=6bc9dfe1ba9bda90&vjs=3
Cyber Security Triage Analyst,PepsiCo,"Plano, TX",22 days ago,Coordinating security incident response efforts among multiple organizations. Strong collaborative skills and proven ability to work in a diverse global team of…,https://www.indeed.com/rc/clk?jk=3fac1483f98f0b4e&fccid=2973259ddc967948&vjs=3
Security Solutions Architect,DST Systems,Remote,Just posted,Evangelize security within the organization. Passion and enthusiasm for security and building secure products.,https://www.indeed.com/rc/clk?jk=d05ab66c16d6e29c&fccid=7ab93833a090100a&vjs=3
SECURITY RISK ANALYST,Bangura Solutions,Remote,30+ days ago,Our prestigious clients are currently looking for a proven Security Risk Analyst required to engage various stakeholders to establish and manage Information …,https://www.indeed.com/rc/clk?jk=be7c8514db48069b&fccid=f53fad3b59883186&vjs=3
Security Analyst,Intone Networks,Remote,28 days ago,"General troubleshooting (i.e. is the security stack in the way/cause of an issue). Risk Review (e.g. design, consultation) 7.",https://www.indeed.com/rc/clk?jk=1bb0b6db8ff7c747&fccid=3ed0572c448b2368&vjs=3
Information Security Incident Response - Associate,Morgan Stanley,"Alpharetta, GA",30+ days ago,"The Information Security Incident Response team is responsible for managing the detection and reporting of information security and insider threat incidents,…",https://www.indeed.com/rc/clk?jk=8c50e3d110a76574&fccid=0c39fb2c91742dcf&vjs=3
Cyber Threat Hunter,Gap Inc.,United States,30+ days ago,Provide expert analytic investigative support for critical security incidents. Use the MITRE ATT&CK framework to analyze malicious campaigns and evaluate the…,https://www.indeed.com/rc/clk?jk=5556182ee77a7cce&fccid=76644a33987f2488&vjs=3
Principal Information Security Engineer (AlgoSec)- Telecommute,UnitedHealth Group,"Plymouth, MN",Today,"Mentors and coaches cyber security individuals to provide guidance and expertise, promoting continued integration of technological advances to further enhance…",https://www.indeed.com/rc/clk?jk=8f68720b691242c2&fccid=d3d3520998346837&vjs=3
Info Security Consultant,KeyBank,Remote,22 days ago,"Use skills, experience and talent to help Key grow their information security program by analyzing, assessing, and helping mitigate security issues.",https://www.indeed.com/rc/clk?jk=fd7c5c418ef81144&fccid=23db8b01ff3384c2&vjs=3
Cyber Intel Analyst,LOCKHEED MARTIN CORPORATION,"Scott AFB, IL",30+ days ago,"Practical experience with cyber specific analysis tools. As a member of the Network Assurance Team supporting a US Government customer at Scott AFB, you will…",https://www.indeed.com/rc/clk?jk=c710d968143b4646&fccid=aeb15e43a6800b9d&vjs=3
Risk Specialist,Amazon.com Services LLC,"Tempe, AZ",30+ days ago,"1-3 years of experience in investigating fraud, abuse, cyber-crimes, or other relevant experience. Minimum 2 years of experience working in relevant fields such…",https://www.indeed.com/rc/clk?jk=20c8075ebeae2845&fccid=fe2d21eef233e94a&vjs=3
Information Security Specialist,St. Jude Children's Research Hospital,"Memphis, TN",6 days ago,Bachelor's degree is required. Some information technology or Information Security internship or work related experience preferred but not required.,https://www.indeed.com/rc/clk?jk=9ce2ca7168ba767d&fccid=f74a75b45328cae2&vjs=3
Information Systems Security Officer,BAE Systems,"Burlington, MA",Today,"Working knowledge of system functions, security policies, technical security safeguards, and operational security measures.",https://www.indeed.com/rc/clk?jk=d67d11fd62c589f8&fccid=200a825acadb9338&vjs=3
Principal Security Incident Handler-US Based Remote - 19764,Splunk,"San Jose, CA",1 day ago,"4 years or more of experience leading the response to cyber security incidents. Command the response to complex cyber security incidents across multiple teams,…",https://www.indeed.com/rc/clk?jk=9c807213c88f234c&fccid=aef928e89977f7f0&vjs=3
Cyber Security Analyst - Incident Response,TARGET,"Brooklyn Park, MN",30+ days ago,Experience with host and network-based security tools preferred. You will assist with triaging event requests from internal teams and will escalate information…,https://www.indeed.com/rc/clk?jk=9eeb979645bc627e&fccid=15f43d82dc901ff2&vjs=3
IT Security Engineer - Pen Testing Job,"BJ's Wholesale Club, Inc.","Westborough, MA",6 days ago,Identify controls and logging shortfalls to Influence enhancements to the firm’s security program. Participate in proactive research and provide recommendations…,https://www.indeed.com/rc/clk?jk=88db52823a5ba899&fccid=d1e06ae7d9c9d329&vjs=3
Information Security Analyst,American Standard,"Piscataway, NJ",5 days ago,"Undergraduate degree in computer science, cyber security or related fields. Monitors security logs for violations and anomalous events; reports information…",https://www.indeed.com/rc/clk?jk=ad943f93ed5067ff&fccid=9abc205b1f92e947&vjs=3
"Cybersecurity, Security Assessment & Authorization",LOCKHEED MARTIN CORPORATION,"Raleigh, NC",30+ days ago,"Coordinates, develops, and evaluates security programs for an organization; Recommends information assurance/security solutions to support customers’…",https://www.indeed.com/rc/clk?jk=3ffc209ec9bdcfd6&fccid=aeb15e43a6800b9d&vjs=3
Information Assurance/Security Specialist,"SaiTech, Inc.","Kiln, MS",Just posted,"Determines enterprise information assurance and security standards. Identifies, reports, and resolves security violations.",https://www.indeed.com/rc/clk?jk=90407bdd38f8a324&fccid=666e692cc57b156b&vjs=3
Cyber Security Engineer,Alion Science and Technology,"Wpafb, OH",22 days ago,Secret clearance with the ability to obtain a Top Secret and pass advanced security checks. The ideal candidate has a strong multi-disciplinary foundation in…,https://www.indeed.com/rc/clk?jk=d5d8e8495dafc9df&fccid=1f295927bec6a974&vjs=3
Offensive Security Engineer,kraken,Remote,30+ days ago,"2+ years of offensive security experience. Researching cutting-edge offensive security techniques. The ideal candidate is able to think like an attacker,…",https://www.indeed.com/rc/clk?jk=16efd5d8c886eeab&fccid=66d394411dd2efad&vjs=3
Offensive Security Researcher,Intel,"Hillsboro, OR",5 days ago,"Source code review for finding security issues. Knowledge of both hardware and software security. Our projects and engagements are usually multidisciplinary,…",https://www.indeed.com/rc/clk?jk=246be3752b30bfab&fccid=f1374be6a45f4b8a&vjs=3
"IT Security Analyst (FT) Johnson City, TN",Ballad Health,"Johnson City, TN",30+ days ago,Job Details Apply Save Print this job Email a…,https://www.indeed.com/rc/clk?jk=fd8e22254d84b242&fccid=05c0d13f87250aee&vjs=3
Security Operations Center (SOC) Engineer,Internet Security Advisors Group (ISAG),"Chantilly, VA",30+ days ago,"The SOC engineer will perform management functions on remote customer equipment, respond to security incidents, and work closely with customers on the phone.",https://www.indeed.com/rc/clk?jk=63d715128bc1319a&fccid=6bc9dfe1ba9bda90&vjs=3
IT Security Administrator (Supporting NASA at JSC),KBR,"Houston, TX",1 day ago,"Tasks will include focusing on improving the IT security posture thru vulnerability analysis, security plan maintenance, system patching and utilizing existing…",https://www.indeed.com/rc/clk?jk=d3ed769e29767bb7&fccid=cbfa56f19cc95796&vjs=3
Cyber Incident Response Analyst,Equinix,Remote,7 days ago,"Experience working with information security teams such as fusion centers, security operations centers, vulnerability assessment, vulnerability threat…",https://www.indeed.com/rc/clk?jk=4413807f49c8dae4&fccid=e15d9e27876d9dc3&vjs=3
Platform Security (Vulnerability Scanning/ DevSecOps)- Telecommute,UnitedHealth Group,"Plymouth, MN",6 days ago,"Mentors and coaches cyber security individuals to provide guidance and expertise, promoting continued integration of technological advances to further enhance…",https://www.indeed.com/rc/clk?jk=49ed55d045a44b7a&fccid=d3d3520998346837&vjs=3
Software Security Engineer,Intel,"Phoenix, AZ",21 days ago,Intel's Technology Development Automation and Technology Development Automation (AT ATA) organization is seeking software security engineers.,https://www.indeed.com/rc/clk?jk=04199024fbde90cd&fccid=f1374be6a45f4b8a&vjs=3
Staff Application Security Engineer,Tiro Security,Remote,8 days ago,"Apply Now Tiro Security is a specialist in Cyber Security staffing and professional services company. Formed in 2012, headquartered on the West Coast and…",https://www.indeed.com/rc/clk?jk=704c18eb973278b3&fccid=2a5e95ed8f1e7ba2&vjs=3
Security Software Engineer (Starlink),SpaceX,"Hawthorne, CA",30+ days ago,Experience analyzing systems for security issues or designing security into networked systems (internship and extracurricular experience is applicable).,https://www.indeed.com/rc/clk?jk=f9ce38e5209dde99&fccid=8bc01be85b97ce0d&vjs=3
IT Security Low Voltage Tech,University of North Florida,"Jacksonville, FL",6 days ago,"Install, test, and maintain assigned physical security systems: security cameras, and panic/distress buttons. Preferred qualifications: Knowledge and experience…",https://www.indeed.com/rc/clk?jk=3585b7e0edb8e0a8&fccid=d4af7a7e8bd8dfe6&vjs=3
SECURITY ARCHITECT,Bangura Solutions,Remote,30+ days ago,Ability to active security clearance (SC Level) so must be a UK National. Proven Technical Security Architect with required to work on an innovative project to…,https://www.indeed.com/rc/clk?jk=161c36ff4f5fa98a&fccid=f53fad3b59883186&vjs=3
ROSTER – Cyber Security experts (M/W),Expertise France,Remote,30+ days ago,"Proven experience in education/training of cyber security administrations; Proven knowledge of cyber diplomacy / cyber security (research, practice or training)…",https://www.indeed.com/rc/clk?jk=d0e508338032ed94&fccid=117fe8201a62d501&vjs=3
Managing Information Security Consultant,NCC Group,Remote,22 days ago,"A cyber security qualification such as CISSP or CISM. Assessing pre-existing risk and security information including incident reports, red team findings,…",https://www.indeed.com/rc/clk?jk=91f81ef0f81d7ed9&fccid=ff8ede93f50d155c&vjs=3
Cyber Risk & Security Consultant,Accenture,"Austin, TX",9 days ago,Assess and manage cyber security risks for top-tier financial services organizations globally. 2 years working in Risk Management within the information…,https://www.indeed.com/rc/clk?jk=70f7204eca553d0a&fccid=a4e4e2eaf26690c9&vjs=3
Cybersecurity Instructor,New England College,"Henniker, NH",30+ days ago,"To teach online classes in computer science, information technology, and cybersecurity at the undergraduate and graduate level.",https://www.indeed.com/company/New-England-College/jobs/Cybersecurity-Instructor-03f2f5a67f4154c0?fccid=c6962dc12f163e70&vjs=3
IBM Security Identity Manager,The Evolvers Group,"Austin, TX",30+ days ago,"Design, create and maintain users, roles, security settings, profiles, workflows, workflow rules, and assignment rules.",https://www.indeed.com/rc/clk?jk=86715ce82f9186e5&fccid=4492237fd1099d33&vjs=3
"Senior Software Engineer, Infrastructure Security",Square,"San Francisco, CA",Today,Partner effectively with Square's infrastructure teams and other security teams. A strong interest in security and growing your career in the direction of…,https://www.indeed.com/rc/clk?jk=1c236a054e4c95cf&fccid=09abad886b83c501&vjs=3
Advisor Information Security,DXC,"El Paso, TX",30+ days ago,Experience working with security architecture. Strong analytical and problem solving skills for resolving security issues.,https://www.indeed.com/rc/clk?jk=cb9fb3247fd9aa1e&fccid=feaabf8e6a699d3c&vjs=3
Information Technology Security Analyst III,Health & Human Services Comm,"Austin, TX",Just posted,"Provides information security expertise and support, in partnership with HHS Chief Information Security Officer and staff, in addressing security…",https://www.indeed.com/rc/clk?jk=edaf8183d0733857&fccid=113517153f849886&vjs=3
Cyber Security Analyst,Noblis,"Washington, DC",26 days ago,Review security documentation to security status of cloud products and applications. Application development and security testing experience.,https://www.indeed.com/rc/clk?jk=d10946a9dffdd1d3&fccid=05d6cb8b919478a9&vjs=3
Manager of Information Security,Schiff Hardin LLP,"Chicago, IL",30+ days ago,"Expert understanding of cloud controls and environments, a strong foundation in IT solutions development and deployment and practical understanding of IT…",https://www.indeed.com/rc/clk?jk=1b3d05718363a92d&fccid=ff8a7a57a10510a6&vjs=3
Solutions Architect-Global Security Operations (US Based Remote),Splunk,"San Francisco, CA",21 days ago,Provide mentorship for Splunkers looking to dive into security content development. Draw from your industry expertise that finds opportunities to build…,https://www.indeed.com/rc/clk?jk=2c132c919300a4af&fccid=aef928e89977f7f0&vjs=3
Cyber Watch Analyst,Noblis,"Chantilly, VA",30+ days ago,"Maintain situational awareness of emerging and/or developing threats, cyber attacks, and ongoing federal agency cyber-centric responses.",https://www.indeed.com/rc/clk?jk=a185fa2093c78e30&fccid=05d6cb8b919478a9&vjs=3
Incident Tracking Analyst,Oakland Athletics,"Oakland, CA",25 days ago,"Dispatch appropriate security, guest services, disability services, maintenance, engineering, stagehands, food and beverage staff, and management staff to…",https://www.indeed.com/rc/clk?jk=04225181dd61da6c&fccid=a3a02e184742f837&vjs=3
Risk Specialist,Amazon.com Services LLC,"Tempe, AZ",30+ days ago,"1-3 years of experience in investigating fraud, abuse, cyber-crimes, or other relevant experience. Minimum 2 years of experience working in relevant fields such…",https://www.indeed.com/rc/clk?jk=20c8075ebeae2845&fccid=fe2d21eef233e94a&vjs=3
Application Security Engineer,Kinect,"Santa Monica, CA",9 days ago,"Strong understanding and experience with common security libraries, security controls, and common security flaws. Assist in the creation of security training.",https://www.indeed.com/rc/clk?jk=e1784230f50aec38&fccid=ffb2f9156830dd1a&vjs=3
ICAC Digital Forensic Investigator,"County of Bedford, Virginia","Bedford, VA",30+ days ago,"Varied to meet the needs of work load and department. Computer forensic examiners use forensic tools and investigative methods to find specific electronic data,…",https://www.indeed.com/rc/clk?jk=0b7fa8558d9c508d&fccid=cb382616a7739886&vjs=3
Remote Cryptography Engineer,Trova,"Hire, NE",30+ days ago,"Additionally, you will iterate over our current codebase to improve it and fix bugs. You also should have a desire to work remotely with distributed teams and a…",https://www.indeed.com/rc/clk?jk=b799c69ce53617ce&fccid=5d4accf93bf5c8f3&vjs=3
Cyber Risk Fusion SIEM Splunk or QRadar Engineer,Deloitte,"Phoenix, AZ",Today,Detailed knowledge in system security architecture and security solutions. Adhere to internal operational security and other Deloitte policies.,https://www.indeed.com/rc/clk?jk=4d097be5cf5cb6ce&fccid=9e215d88a6b33622&vjs=3
IT Security Analyst,InCharge,"Orlando, FL",30+ days ago,Maintain up to date knowledge of new and existing cyber security threats. Provide information to support security audits. Deploy system patches and updates.,https://www.indeed.com/rc/clk?jk=0c28356ff43d8525&fccid=c643ce9553ece055&vjs=3
Cyber Defense Analyst,Leidos,"Gaithersburg, MD",30+ days ago,Proactively research emerging cyber threats. BS Degree and 4-8 years relevant experience in cyber security or network defense; or 4-8 years relevant experience…,https://www.indeed.com/rc/clk?jk=3b5dd2d53129dfb6&fccid=8765a4045377753a&vjs=3
IT Specialist (INFOSEC)(SYSADMIN),US Naval Air Systems Command,"Orlando, FL",16 days ago,Background checks and security clearance. Specialized experience must demonstrate the following: 1) Supporting networks and ensuring all devices in the…,https://www.indeed.com/rc/clk?jk=bd43c3a6300a084c&fccid=c2cf93d6ad6474c6&vjs=3
INFORMATION TECHNOLOGY SPECIALIST (INFOSEC/SYSADMIN),US Department of Defense Education Activity,"Peachtree City, GA",1 day ago,Background checks and security clearance. Specialized and Other Experience: One year of specialized experience which includes developing policy and procedures…,https://www.indeed.com/rc/clk?jk=d189aa9faaa3f847&fccid=5410630ffb7c48c0&vjs=3
Palo Alto Security Consultant - Location Negotiable,Accenture,"Phoenix, AZ",9 days ago,"Involvement in technical security assessments for Accenture’s clients (e.g. network, security architecture, security policy assessments).",https://www.indeed.com/rc/clk?jk=73c700867a1618b0&fccid=a4e4e2eaf26690c9&vjs=3
Vulnerability Management Associate (Remote),PRICE WATERHOUSE COOPERS,"Washington, DC",30+ days ago,"Utilizing security controls (e.g. access control, auditing, authentication, encryption, integrity, physical security, and application security);",https://www.indeed.com/rc/clk?jk=b49d7d6857ad7f96&fccid=5e964c4afc56b180&vjs=3
Application Security Engineer (Starlink),SpaceX,"Hawthorne, CA",22 days ago,Drive effective remediation of security issues. Build security tooling for the development lifecycle. Experience reviewing code changes for security issues.,https://www.indeed.com/rc/clk?jk=c05ba617a8398ee2&fccid=8bc01be85b97ce0d&vjs=3
Cyber Security Analyst I,The Columbia Group,"Washington, DC",30+ days ago,An active Secret security clearance. May respond to computer security breaches and viruses. Implement and or validate NIST 800-53 security controls.,https://www.indeed.com/rc/clk?jk=3457e553e2c5af24&fccid=7823f04450515010&vjs=3
IT Associate,Avient,"Hatfield, PA",30+ days ago,"Manage and monitor performance, capacity and security of database systems. Barrier technologies that preserve the shelf-life and quality of food, beverages,…",https://www.indeed.com/rc/clk?jk=268317cb34ba358d&fccid=2aaf469cf8a771d1&vjs=3
IT SPECIALIST (INFOSEC),US Department of the Air Force - Agency Wide,"Lackland AFB, TX",1 day ago,Background checks and security clearance. Applies computer security requirements to safeguard systems and information. Identifies resources to be protected.,https://www.indeed.com/rc/clk?jk=60e2e43cea88a75e&fccid=4888145234349437&vjs=3
Cyber Threat Hunting and Incident Response Analyst,KPMG,"Dallas, TX",19 days ago,"Develop security monitoring by using cases and supporting content for security tools such as dashboards, alerts, reports, rules; including but not limited to…",https://www.indeed.com/rc/clk?jk=169f7245254754f4&fccid=2dd390c3a48a7ed0&vjs=3
Cyber Security Engineer,UScontracting,"Annapolis Junction, MD",30+ days ago,"Provides overall strategic cyber security support for customer network and missions systems, including security posture, system accreditation vulnerability…",https://www.indeed.com/rc/clk?jk=b97888701031dec3&fccid=b47eb0cef04ae27a&vjs=3
Sr. Incident Handler (Remote US Available) - 18160,Splunk,"San Francisco, CA",1 day ago,"2 years or more of experience leading the response to cyber security incidents. Command the response to complex cyber security incidents across multiple teams,…",https://www.indeed.com/rc/clk?jk=8ea9700a08c617ec&fccid=aef928e89977f7f0&vjs=3
Information Security Analyst I,Prisma Health,"Greenville, SC",30+ days ago,Assists security awareness training to organization employees and provides on-demand targeted security training supporting key initiatives.,https://www.indeed.com/rc/clk?jk=5cc69bd2c55d3e3e&fccid=e18fa7bdce76abb2&vjs=3
Senior Security Engineer,Epic,"Madison, WI",30+ days ago,Escalating potential security incidents and providing relevant information. Meeting all security responsibilities defined in policies and procedures.,https://www.indeed.com/rc/clk?jk=bb49d075fda8d17b&fccid=e4362a90b8bfef38&vjs=3
Associate Security Consultant,Kratos Defense,"Chantilly, VA",30+ days ago,You will gain an understanding of how to apply the principles of information security in a variety of circumstances and expertise translating security…,https://www.indeed.com/rc/clk?jk=4b7b527f255cdb94&fccid=4070376f62e46112&vjs=3
"Senior Security Engineer, Privilege Access Management",Delta,"Atlanta, GA",30+ days ago,Works with management and other personnel to identify security best practices and applies a risk-based approach to information security.,https://www.indeed.com/rc/clk?jk=893dbeaa119a2d1c&fccid=3f721eb1d31080a6&vjs=3
Cyber Forensic Analyst - Junior,Constellation West,"New Carrollton, MD",18 days ago,Share cyber threat intelligence with internal and external partners. Experience: 2+ years of federal agency (civilian or military) cyber forensic experience…,https://www.indeed.com/rc/clk?jk=0dc02d3fa257c5b9&fccid=49dc254e6f3ca06d&vjs=3
Information Security Engineer,Augusta University Health System,"Augusta, GA",Just posted,"8 years or more of experience in cyber security, information security and project management. Bachelor's degree and 6 years or more of experience in cyber…",https://www.indeed.com/rc/clk?jk=58187f28a298c1db&fccid=b03e86c4fff40010&vjs=3
INFORMATION SECURITY SPECIALIST,US STRATEGIC SYSTEMS PROGRAMS (SSP),"Washington Navy Yard, DC",5 days ago,Background checks and security clearance. You will lead or participate in diverse study groups for resolving problems in existing security systems and programs.,https://www.indeed.com/rc/clk?jk=1566415dc44bfb52&fccid=ff4af3d11e09625a&vjs=3
Cyber Security Engineer,Improvix Technologies,"Washington, DC",30+ days ago,Develop best practices and security standards. Analyze security systems and seek improvements on a continuous basis. Provide SIEM support with SPLUNK.,https://www.indeed.com/rc/clk?jk=cc104eb42deadb76&fccid=6d272d724de93397&vjs=3
Endpoint Security Engineer,Apple,"Santa Clara Valley, CA",30+ days ago,Industry exposure to and knowledge of OS security and applied cryptography. A genuine passion for crafting effective and pragmatic security technologies in the…,https://www.indeed.com/rc/clk?jk=caa0e8a521397460&fccid=c1099851e9794854&vjs=3
INFORMATION SECURITY OFFICER,The State of New Hampshire,"Concord, NH",7 days ago,"Coordinates and manages user security training. Plans, directs, monitors and evaluates department-wide security programs to ensure compliance with federally…",https://www.indeed.com/rc/clk?jk=af9ea40c8da0f94a&fccid=933636124ef375c8&vjs=3
Global Information Security Service Delivery Consultant,Toyota,"Plano, TX",11 days ago,Manage shared security services contracts with affiliates ensuring new agreements are scheduled for deployment/delivery. Master’s Degree or higher.,https://www.indeed.com/rc/clk?jk=22e08205bcf6c7d7&fccid=90f0cbc4a30f8dba&vjs=3
ICAC Digital Forensic Investigator,"County of Bedford, Virginia","Bedford, VA",30+ days ago,"Varied to meet the needs of work load and department. Computer forensic examiners use forensic tools and investigative methods to find specific electronic data,…",https://www.indeed.com/rc/clk?jk=0b7fa8558d9c508d&fccid=cb382616a7739886&vjs=3
