JobTitle,Company,Location,PostDate,Summary,JobUrl
Desarrollador Web,Axioma,Remoto,"Posted
Publicado hace más de 30 días","Integrate dynamic content & data from various back-end services and databases.
As a part-time Web Developer, you will develop and maintain websites and e…",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DC9SzWu8mXizr_KmeyL8MLYvpPJrCkBQSTruT7Ustm9tG1JgujgE4PPoPcgNIbGZfpTUVSNY0i69pPRe_27i5osn7RmyeYA2KpnaXjqS5e7a5SVSIsjSbn-XCGtlN__3j6k_gliLzo-R84t5HWqPHmWg9xikcekSusXMN5aBUDOelIYEb7D2qDFB4vC-ojsNywtln_m4ttdQ31Pe66O-eOTTTqS1P6F-o4OceoRDRAVUfgjzrSjNGYks93HlmgRmPVZ2c9jfFnLhqXhmzQxEUtRMeT71XcpyWChLT9oiHDDPUQgWp7YGuKTj_li-n994iienljLtObdD3r35iWdMRRwIaorbOIs0a4Q7wGxIhHtYu_jAXMp39pAl5IZJvogpgURqZQS33FGZD0DkCjv5ImprNMqOL_PynTVtNtlm1LVqVkkvcXBIZQXgVD29zus9b3XsWwkYNsEADXPcqxsDs7jze_SNX2wH2aN-C1SxaQ-Q==&xkcb=SoDI-_M3WBOKUYgVDj0CbzkdCdPP&p=10&fvj=1&vjs=3
SENIOR DATA SCIENTIST,Svitla Systems,Remoto,"Posted
Publicado hace 16 días",Provide leadership and coaching to data science and R&D teams to establish data science best practices within the project.,https://mx.indeed.com/rc/clk?jk=2ffd94fc2f1d1236&fccid=2f27a82023b4a64f&vjs=3
Data Analytics Manager,Getecsa,Remoto,"Posted
Publicado hace más de 30 días","Experience managing other data analysts.
Responsible for recommending new analytic methods and data platform improvements.
Advanced Excel skills are required.",https://mx.indeed.com/rc/clk?jk=bfc6a6f998c37687&fccid=3c5192eb2c60fe65&vjs=3
DATA ENGINEER JR,Go-Sharp,Remoto,"Posted
Publicado hace más de 30 días","Practical experience in data analysis.
Responsible for the implementation and automation of information transformation processes for analysis.",https://mx.indeed.com/rc/clk?jk=88eaca7a468ecd44&fccid=6ebb654ca5bbc5d1&vjs=3
Regulatory Affairs Officer M/F - 714,ProductLife Group,Remoto,"Posted
Publicado hace 5 días","Bachelor’s or higher graduate degree in a science related field, or equivalent experience.
Using a variety of software packages to produce correspondence and…",https://mx.indeed.com/rc/clk?jk=bde73eb3cceaf726&fccid=a6930057ffa79515&vjs=3
Desarrollador Front End,Axioma,Remoto,"Posted
Publicado hace más de 30 días","Integrate dynamic content & data from various back-end services and databases.
As a part-time Web Developer, you will develop and maintain websites and e…",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DC9SzWu8mXizr_KmeyL8MLYvpPJrCkBQSTruT7Ustm9oKxri2zn0b40UB6pwYWvgIE-ClEIVNNb7DmLM7pC-5eeyUOW4f_69FHf5pzmaoufqGdKweO_YX95pYWK74ajpJ_-9LqX_zYB7gl3JfgOxj2Dx35bXR0oi3Hqb-0Q-7dOqWybvCzrIGP3bjrkAzzhCoTbnretU2kLr8psEoMYulYcKO2zuYkdLAhgyCrXHUt4lizZ0rWgfr8Vb2igCmZSBzRTxleX3hygOK9JsUM91Q1ulTqNxvEkPhGF_1TC48j6EFLWLaokxZ2Ua1c_-lHBJR9CJpfWNAWtzJkcGDZuURU_qF_NlAeNImyOCsX5qSepmBKBZuV8tt5qCHBytS3Ed-9FBabonNyrXAzOpXRYFkh_GMNZGjrqbf9jpMrMtQisjO04aqbhPNlWOY7S8K1egKVTdRW4OUPav0zzsjz0GhTk_ql0YEq7KaKnxpoo8bN1Li6rtPyR2JZ&xkcb=SoAV-_M3WBOKOlQa5J0LbzkdCdPP&p=0&fvj=1&vjs=3
Medical Advisor,ICON,Remoto,"Posted
Publicado hace 8 días","Knowledge of, and experience with, the process of data collection, data management, and data analysis are required.
Knowledge of ICH, GCP and local regulations.",https://mx.indeed.com/rc/clk?jk=9b7c7b91dc35ec93&fccid=6c527578251bc5e1&vjs=3
Evolutionary Computation ALGORITHM ENGINEER,Go-Sharp,Remoto,"Posted
Publicado hace más de 30 días","At Go Sharp we are looking for an Algorithm Software Engineer to design and implement platform validation, optimization and formatting algorithms to deliver…",https://mx.indeed.com/rc/clk?jk=70501b58561b6cbb&fccid=6ebb654ca5bbc5d1&vjs=3
CRA II,ICON,Remoto,"Posted
Publicado hace más de 30 días","College degree in medicine, science, or equivalent.
Knowledge of ICH-GCP guidelines and ability to review and evaluate medical data.",https://mx.indeed.com/rc/clk?jk=033cf5b1edc30754&fccid=6c527578251bc5e1&vjs=3
"Data Engineer, Retail & Media",EXL Services,Remoto,"Posted
Publicado hace 28 días","Experience in data modeling, metadata support, development and testing for enterprise wide data solutions.
5+ years of data engineering experience.",https://mx.indeed.com/rc/clk?jk=a4ead387b552ff56&fccid=e3e300fc88f0e813&vjs=3
Senior Regulatory Affairs Officer 667,ProductLife Group,Remoto,"Posted
Publicado hace más de 30 días","Degree in relevant life science discipline.
Contribute to data entry in PLG tools enabling measurements of KPI, metrics for regulatory services.",https://mx.indeed.com/rc/clk?jk=b96e2e50f40dcdc9&fccid=a6930057ffa79515&vjs=3
SENIOR SQL DATA ENGINEER,Svitla Systems,Remoto,"Posted
Publicado hace 23 días","Verify daily data processing to ensure that data is desired by a business or other systems.
Analyze, validate and fix business data issues.",https://mx.indeed.com/rc/clk?jk=30c52cdbf2503c5d&fccid=2f27a82023b4a64f&vjs=3
Lead Clinical Data Manager -IQVIA Biotech (Home based),IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Provide comprehensive data management expertise to Clinical Data Management (CDM) to provide efficient, quality data management products that meet customer…",https://mx.indeed.com/rc/clk?jk=8b4d05d34418c460&fccid=6b7a1dfe07e7f037&vjs=3
Study Start-Up Specialist II,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Bachelor’s degree (or equivalent), preferably in science or related field and 2 – 4 years relevant experience.
Works with RA-R to resolve any concerns.",https://mx.indeed.com/rc/clk?jk=d6ba770408fa4fed&fccid=6b7a1dfe07e7f037&vjs=3
MID TEST ENGINEER,Svitla Systems,Remoto,"Posted
Publicado hace 14 días","Experience in data bases basic usage.
Svitla Systems Inc. is looking for a Middle Test Engineer for a full-time position (40 hours per week) in Mexico.",https://mx.indeed.com/rc/clk?jk=20a75d0a5840bd15&fccid=2f27a82023b4a64f&vjs=3
Operations Specialist 1,IQVIA,Remoto,"Posted
Publicado hace 5 días","Process Safety data according to applicable regulations, guidelines, Standard Operating procedures (SOPs) and project requirements.",https://mx.indeed.com/rc/clk?jk=ddc51d68fbddd561&fccid=6b7a1dfe07e7f037&vjs=3
Software Developer,BlueCat Networks,Remoto,"Posted
Publicado hace más de 30 días","Strong software development skills and computer science fundamentals.
The DNS Cloud team manages an infrastructure that deploys hundreds of virtual machines…",https://mx.indeed.com/rc/clk?jk=f3b8f98585dcb1e5&fccid=da5697270b0462bd&vjs=3
Technical Support Engineer,Viavi Solutions,Remoto,"Posted
Publicado hace 14 días","Expert-level troubleshooting infrastructure in a data center.
We make equipment, software, and systems that help to plan, deploy, certify, monitor, and optimize…",https://mx.indeed.com/rc/clk?jk=a548f3f16130674a&fccid=e5f32920c98e523d&vjs=3
Sr CRA´s,IQVIA,Remoto,"Posted
Publicado hace 1 días","Perform monitoring and site management work to ensure that sites are conducting the study(ies) and reporting study data as required by the study protocol,…",https://mx.indeed.com/rc/clk?jk=b742b85da0834f9c&fccid=6b7a1dfe07e7f037&vjs=3
Software Engineer,Samsung Electronics Digital Appliances Mexico SA...,México,"Posted
Publicado hace más de 30 días","Computer Science fundaments including Object-Oriented design, data structures.
You will be responsible for designing, developing and testing a scalable and…",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DO8gn0DS10ps9igS12mVWUdv0wn5LAeaDS-wtTe8kzsvLNlvOA_q9-Z0jj2WEkwkhaOiN_t7l1_CNMHBuJMSgFePDcBhhujugq97tFnugPB7Oe9eoIp35ynEmrwFsJFLzoXLZQ_cvkDc9etbReAssphuxvpQS08mQV7pG24traeln61fADNoKfASyk74yLRv0nPR67z5Y683CE4UKNX4rfwLCRFIh7eJhsr6Ct3HvyL5m7X6nAYFJmIM0_fYzFzaQUW_BssylBTrZtmqQUAi1y-75SfXXLaBNIRTvo70xdHuW9GsIHII3XOKWL85HRl3ZNeGpgoMO4c1UOcaZPT2xFgQnjmWpBL4wo2GbhKLB4isB3IOfuR9si52WRyZY4MPZA8mCgwyehn5ngr-zYtlSZsgt7Idw2YXFowzq69Y54WigP02xu6tWUSLkrJDVEliX0QF4s7h_GbYVRnHjwXKO7HqYEizPo9HBpScIopto_Ug==&xkcb=SoDC-_M3WBOKOnQa5J0LbzkdCdPP&p=14&fvj=1&vjs=3
Key Account Manager,Silverbullet,Remoto,"Posted
Publicado hace 2 días","Act as data strategy consultant for regional client stakeholders, advising on best strategy and tactics for collection, enrichment, activation and measurement…",https://mx.indeed.com/rc/clk?jk=01f67ccb47f0dca0&fccid=3bdd627139846446&vjs=3
Database Admin (6pm - 2am EDT),EXL Services,Remoto,"Posted
Publicado hace 26 días","Extensive data quality and data migration experience including proficiency in data warehousing, data analysis and conversion planning for data migration…",https://mx.indeed.com/rc/clk?jk=2ce11f19b98d146e&fccid=e3e300fc88f0e813&vjs=3
TALENT ACQUISITION SPECIALIST,D. Catcher,Remoto,"Posted
Publicado hace 14 días","Ability to draw conclusions from data and recommend actions.
Build detailed recruiting plans and job descriptions based on business needs.",https://mx.indeed.com/rc/clk?jk=ecafaafc923e1342&fccid=4eb82fe77523b482&vjs=3
Customer Success Manager,PrimeWorks,Remoto,"Posted
Publicado hace más de 30 días","Bachelor’s Degree in a related field (marketing, advertising, computer science, etc.).
Analyze performance data (usage, engagement, conversion impact, etc.) and…",https://mx.indeed.com/rc/clk?jk=77d0f7b64031501e&fccid=312a6b0750eaa927&vjs=3
LATAM Field CTO,Red Hat Software,Remoto,"Posted
Publicado hace más de 30 días","Solid understanding of the importance of enabling technologies for the modernization journey, including application development, integration techniques,…",https://mx.indeed.com/rc/clk?jk=20691d718650ec32&fccid=e24a60f01d1882d1&vjs=3
Site Intelligence Specialist,Parexel,Remoto,"Posted
Publicado hace más de 30 días","Upon request from Site Intelligence Lead provides country specific data (site contact, site recommendations) generated through collecting and interpreting…",https://mx.indeed.com/rc/clk?jk=372566018a037fb6&fccid=a2ce486f2a6b8708&vjs=3
Software Development Manager,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","In this role you will be responsible for driving a high-performance team to ensure product development is completed on schedule, within budget and with…",https://mx.indeed.com/rc/clk?jk=c2035fba0febf595&fccid=6b7a1dfe07e7f037&vjs=3
SENIOR DATA INTEGRATION DEVELOPER,Svitla Systems,Remoto,"Posted
Publicado hace más de 30 días","Experience with different data security algorithms and masking data.
This role is also responsible for building data quality frameworks and helping establish…",https://mx.indeed.com/rc/clk?jk=91fbf956b6b4bc00&fccid=2f27a82023b4a64f&vjs=3
Digital Solutions | QA Automation,TELUS International,Remoto,"Posted
Publicado hace más de 30 días","Requests and prepares test data for all environments to support the implementation of test scenarios.
Implements test automation for regression and progression…",https://mx.indeed.com/rc/clk?jk=db1ff84145d80f0c&fccid=1a93caa31afcad42&vjs=3
Product Designer,Getecsa,Remoto,"Posted
Publicado hace más de 30 días","Use data collected from research, user testing and market analysis to create user-centric designs.
We are seeking a Product/Interaction Designer to create smart…",https://mx.indeed.com/rc/clk?jk=4f8799ac8a236531&fccid=3c5192eb2c60fe65&vjs=3
Customer Success Systems Engineer,Rackspace,Remoto,"Posted
Publicado hace más de 30 días",Manages the load configuration of a central data communication process or and makes recommendations for purchase or upgrade of data networks.,https://mx.indeed.com/rc/clk?jk=a56b68b5bf4ff451&fccid=b60c9324aeb7df96&vjs=3
Head of Lending,Revolut,Remoto,"Posted
Publicado hace más de 30 días","Building and leading the Lending team to define and implement the strategy for all Revolut lending activities.
The ability to recruit and lead a team.",https://mx.indeed.com/rc/clk?jk=22faee1a463ee77d&fccid=1c00ce6833fa8f3d&vjs=3
Staff Software Engineer,Cision,Remoto,"Posted
Publicado hace más de 30 días","In-depth understanding of service-oriented architecture, big data systems, and distributed computing.
This role is responsible for the design, development,…",https://mx.indeed.com/rc/clk?jk=7e35a207c43d9d94&fccid=75895f2661e015de&vjs=3
Software Engineer,Getecsa,Remoto,"Posted
Publicado hace más de 30 días","Develop application, system and data integrations to support WebMD Corporate Technology’s growing integration landscape.
Experience working with Dell Boomi.",https://mx.indeed.com/rc/clk?jk=4e6e11f85d0c9367&fccid=3c5192eb2c60fe65&vjs=3
RWI Associate Consultant,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Carries out local data sourcing, literature searches, data collection and generation, and produces support materials for completed systematic literature reviews…",https://mx.indeed.com/rc/clk?jk=c4f962638d591862&fccid=6b7a1dfe07e7f037&vjs=3
Solutions Engineer / Product Support,Getecsa,Remoto,"Posted
Publicado hace más de 30 días","Our award-winning advertising platforms use machine learning and programmatic automation to seamlessly activate this data, making marketing, predictive…",https://mx.indeed.com/rc/clk?jk=67ea24a91eb82941&fccid=3c5192eb2c60fe65&vjs=3
"Regulatory & Start Up Specialist 1, FSP",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Perform tasks at a country level associated with Site Activation (SA) activities in accordance with applicable local and/or international regulations, standard…",https://mx.indeed.com/rc/clk?jk=7872e27ffa7239b4&fccid=6b7a1dfe07e7f037&vjs=3
Software Engineer (MX),The Trevor Project,Remoto,"Posted
Publicado hace más de 30 días","Pair-program and collaborate closely with our engineering, machine learning, and data science team.
The Software Engineer will contribute to The Trevor Project…",https://mx.indeed.com/rc/clk?jk=55124fec77e6e7cc&fccid=293914d8e1bfb395&vjs=3
"Sales Engineer, Enterprise",Snowflake,Remoto,"Posted
Publicado hace más de 30 días","Knowledge and experience within the data science, analytics, or big data markets.
Bachelor's degree in science, technology, engineering, math or equivalent…",https://mx.indeed.com/rc/clk?jk=a4bc7a37e55e445f&fccid=fbedd6450a2f872c&vjs=3
"Technical Lead, Applications",Nimble Gravity,Remoto,"Posted
Publicado hace más de 30 días","Bachelor's degree in engineering, computer science, or a related technical discipline.
This position is a key role on the team, demonstrating a wide assortment…",https://mx.indeed.com/rc/clk?jk=23b31d852ceb57d9&fccid=deb2698536077fc6&vjs=3
"Project Management Analyst, Real World Evidence",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Prepare presentation materials including study data for internal study team and customer meetings.
Ensure Project Leader has timely and accurate data on areas…",https://mx.indeed.com/rc/clk?jk=517660a2ef93d27d&fccid=6b7a1dfe07e7f037&vjs=3
"Sr. Data Team Lead, Real World Evidence",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Demonstrated expert data management skills and advanced knowledge of the data management process (e.g., therapeutic area, extensive knowledge in DM processes,…",https://mx.indeed.com/rc/clk?jk=ba546813bf9777c3&fccid=6b7a1dfe07e7f037&vjs=3
BACK END (NODE.JS) ENGINEER,Svitla Systems,Remoto,"Posted
Publicado hace más de 30 días","Experience with data warehouse systems and BI tools.
Svitla Systems Inc. is looking for a Back End Engineer (Node.js) for a full-time position (40 hours per…",https://mx.indeed.com/rc/clk?jk=64198375102567a9&fccid=2f27a82023b4a64f&vjs=3
Enterprise Account Executive,h2o.ai,Remoto,"Posted
Hoy","Minimum of 3+ years field sales experience in big data, analytics, data science or related field.
Successful candidates will have a proven ability to execute…",https://mx.indeed.com/rc/clk?jk=535fa05d4f929f11&fccid=cb5421510345875e&vjs=3
"Study Start-up Manager, Home-Based - IQVIA Biotech",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Knowledge of electronic data management and issues affecting study start up.
IQVIA Biotech is looking for a candidate with strong study start-up experience…",https://mx.indeed.com/rc/clk?jk=fc571d25d4b9da70&fccid=6b7a1dfe07e7f037&vjs=3
Associate Service Delivery Manager,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Responsible for the oversight of service delivery for studies having Clinical Reporting services to plan, schedule, direct, control, monitor, organize, secure…",https://mx.indeed.com/rc/clk?jk=52790c2c9ffdcafe&fccid=6b7a1dfe07e7f037&vjs=3
Sr Software Engineer,S&P Global,Remoto,"Posted
Publicado hace 20 días","These drivers have motivated both the use of principles from domain-driven design for decoupling, and the use of microservices with containerized cloud-based…",https://mx.indeed.com/rc/clk?jk=4c0b2bf0be79dfa0&fccid=b716e44d2c6283e7&vjs=3
Principal EDC Programmer,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Program and test Electronic Data Capture (EDC) systems for conducting clinical trials.
Coordinate tasks and resource allocation for projects under the…",https://mx.indeed.com/rc/clk?jk=2c488f03ae64c17e&fccid=6b7a1dfe07e7f037&vjs=3
CloudOps Engineer,Concentrix Catalyst,Remoto,"Posted
Publicado hace 21 días","Provide business, data, application and technology consulting for IT team members and business partners.
The Catalyst Team is seeking to hire 2 CloudOps to join…",https://mx.indeed.com/rc/clk?jk=5c899c1cb25f749a&fccid=19a850e1438d66bf&vjs=3
Key Account Executive Mexico,Azion Technologies,Remoto,"Posted
Publicado hace más de 30 días","As Azion’s Account Executive, you have a technical profile and commercial experience in the Cloud Computing, Hosting, Security, IT Consulting, E-commerce market…",https://mx.indeed.com/rc/clk?jk=e754e2a924acf4f1&fccid=1b8050db835ef06e&vjs=3
ETL Developer,Getecsa,Remoto,"Posted
Publicado hace más de 30 días","Day to day duties will include: data modeling and schema design; ETL architecture, development, documentation, and optimization; generation and analysis of…",https://mx.indeed.com/rc/clk?jk=b66246300810cc6c&fccid=3c5192eb2c60fe65&vjs=3
Senior Node.js Software Engineer,Wizeline,Remoto,"Posted
Publicado hace 14 días","Familiarity with computer science algorithms and data structures to optimize solutions.
Experience using advanced data structures, such as Hash Tables, Lists,…",https://mx.indeed.com/rc/clk?jk=6d7093d12df744ad&fccid=da33cac326f2a81b&vjs=3
Product Designer - B2C,Kueski,Remoto,"Posted
Publicado hace 21 días",Product Designers in Kueski drive meaningful change by discovering real people's problems in their relationship with finances and technology and exploring…,https://mx.indeed.com/rc/clk?jk=4992443bc9a5abe4&fccid=69404b4fd1d4bb12&vjs=3
Risk & Fraud Prevention Analytics Lead,Clip,Remoto,"Posted
Publicado hace más de 30 días","Extract and analyze data, investigate data integrity, generate metrics, and perform data and portfolio analysis.",https://mx.indeed.com/rc/clk?jk=26c5727888b2dc51&fccid=b07ed5ce0b8129ea&vjs=3
Global Site ID Lead - based in Latin America,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Perform tasks at a country level associated with Site Activation (SA) activities in accordance with applicable local and/or international regulations, standard…",https://mx.indeed.com/rc/clk?jk=2d5089f362b7dc55&fccid=6b7a1dfe07e7f037&vjs=3
Customer Success Manager,Aviada,Remoto,"Posted
Hoy","Bachelor’s Degree in a related field (marketing, advertising, computer science, etc.).
Analyze performance data (usage, engagement, conversion impact, etc.) and…",https://mx.indeed.com/rc/clk?jk=77b0826f9ac72bb3&fccid=c3810c685180375f&vjs=3
Sr. Python Software Developer (MX-Remote),Rackspace,Remoto,"Posted
Publicado hace más de 30 días","This role will be part of a team that has a strong, passionate engineering culture and a proven track record of writing high-quality software by using the best…",https://mx.indeed.com/rc/clk?jk=54b57657048fb185&fccid=b60c9324aeb7df96&vjs=3
Associate Site Activation Manager,IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Direct and manage the delivery of all required site activation, maintenance and regulatory activities for selected studies or multi-protocol programs, including…",https://mx.indeed.com/rc/clk?jk=33ebd2301ab3a9eb&fccid=6b7a1dfe07e7f037&vjs=3
Full-stack Engineer,Nimble Gravity,Remoto,"Posted
Publicado hace más de 30 días","Experience modeling data in relational and non-relational datastores.
Modeling real-world data in both RDBMS and NoSQL persistence layers.",https://mx.indeed.com/rc/clk?jk=ffc9ed5865432867&fccid=deb2698536077fc6&vjs=3
Technical Implementation Manager - Fintech,Paymentology,Remoto,"Posted
Publicado hace 1 días","Bachelor's Degree in appropriate field of study; preferably engineering/science/mathematics/computers or, equivalent work experience.",https://mx.indeed.com/rc/clk?jk=cdd47297acf72345&fccid=1fbf782e15daf129&vjs=3
Credit Risk Analytics Analyst,Covalto,Remoto,"Posted
Publicado hace más de 30 días","So, often a data scientist has to come up with their own data sets, they have to be able to pull data sets from the organization.",https://mx.indeed.com/rc/clk?jk=2e12b85a83c447fc&fccid=60dfcd8630ba005c&vjs=3
Fullstack Tech Lead,Fusemachines,Remoto,"Posted
Publicado hace más de 30 días","Experience with data integrity, regression, performance testing.
Bachelor's degree in computer science or related field of study.",https://mx.indeed.com/rc/clk?jk=92b54c806345f182&fccid=b711a2a28448b767&vjs=3
Data Engineer - Python/Airflow | Senior,Luxoft,Remoto,"Posted
Publicado hace más de 30 días","7+ years experience with Data Engineering and/or emerging data technology tools and methodologies.
Proficiency with Python in AWS (Boto3, AWS CLI) and use in…",https://mx.indeed.com/rc/clk?jk=c704802f32ddab29&fccid=4b841d912d46e4fd&vjs=3
"Biostatistician 1 ( Office/Home-Based, LATAM) - IQVIA Biotech",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Data Management: Assist in reviewing or advising data management staff on CRF and database design, validation checks and critical data.",https://mx.indeed.com/rc/clk?jk=5ed728f610158ca5&fccid=6b7a1dfe07e7f037&vjs=3
"SAS Programmer, Real World Evidence",IQVIA,Remoto,"Posted
Publicado hace más de 30 días","Develop and validate programs to generate data cleaning reports and prepare data extracts.
Excellent knowledge of SAS Base, SAS Macro, ODS and Spotfire as well…",https://mx.indeed.com/rc/clk?jk=cc5151128638c6f5&fccid=6b7a1dfe07e7f037&vjs=3
Linux Support Engineer (L3) (MX),Rackspace,Remoto,"Posted
Publicado hace 18 días",The Support Engineer is a key element within the Rackspace support infrastructure and is expected to provide a high level of technical support to our customers…,https://mx.indeed.com/rc/clk?jk=dded17a1fb2b3010&fccid=b60c9324aeb7df96&vjs=3
Payments Operations Analyst,HolaCash,Remoto,"Posted
Publicado hace más de 30 días","Ability to make data-informed decisions and project-manage.
SQL data analysis fluency, as well as the ability to understand and explain complex technical…",https://mx.indeed.com/rc/clk?jk=63f3130f8b119fd3&fccid=196d8270afd5fcee&vjs=3
"Business Intelligence Developer, Retail & Media",EXL Services,Remoto,"Posted
Publicado hace 28 días","Develop, design, and analyze data architecture and data warehouses.
Understanding data modeling, data schemas (normalized, flat, star, snowflake).",https://mx.indeed.com/rc/clk?jk=aca84b5432758c33&fccid=e3e300fc88f0e813&vjs=3
